product,brand,salary_age,category,salary_type,pet_type,기능,weight,price,product_name,crud_protein,crud_fat,crud_fiber,crud_ash,ca,p,water
835,298,고활동 성견 및 전연령,건식사료,반려견,1,,15kg,18900,천하제일 굿보이 특수견덕 골드,25,10,5,10,1.2,1.5,
836,298,성견용,건식사료,진도견 성견  ,1,,15kg,15400,천하제일 굿보이 진도,17,5,7,10,0.9,1.5,
837,298,성견용,건식사료,진도견 성견 및 육성견,1,,15kg,14000,천하제일 굿보이 진도플러스,21,7,8,10,1,1.5,
838,298,3개월 이상,건식사료,"활동견, 강아지, 육성견",1,,15kg,14500,천하제일 굿보이 센티넬,22,10,6,12,1.2,1.7,
839,298,3개월 이상,건식사료,"활동견, 강아지, 육성견",1,,15kg,15500,천하제일 굿보이 폴라리스,25,10,5,10,1.2,1.5,
840,298,3개월 이상,건식사료,"활동견, 강아지, 육성견",1,,15kg,16500,천하제일 굿보이 스키피오,26,12,5,10,1.2,1.5,
841,298,3개월 이상,건식사료,"활동견, 번식견, 실내애견",1,,20kg,33900,천하제일 굿보이 양고기와 쌀,32,20,4,10,1.1,1.5,
842,298,성견용,건식사료,10kg 이상,1,,15kg,13800,천하제일 도그원,13.5,3,8,10,0.6,1.5,
843,298,성견용,건식사료,10kg 이상,1,,15kg,10300,천하제일 도그스트롱,13.5,3,10,10,0.8,1.5,
844,298,성견용,건식사료,10kg 이상,1,,15kg,10300,천하제일 엘리트,13.5,3,8,10,0.6,1.5,
845,298,3개월 이상,건식사료,"10kg 이상 / 육성견, 번식견, 활동견",1,,10kg,12300,천하제일 바이오진도,21,5,6,10,1.2,1.5,
846,298,자견용,건식사료,"육성견, 실내견, 번식견",1,,5kg,10400,천하제일 도그천하,25,10,5,10,1.2,1.5,
847,298,자견용,건식사료,실내애견,1,,5kg,8300,천하제일 뉴아스틴,30,15,5,12,1.1,1.5,
848,298,자견용,건식사료,"육성견, 임신말기, 수유모견, 활동견, 실내애견, 병후회복견, 종모견",1,,15kg,29000,천하제일 아스틴,30,15,5,12,1.1,1.5,
849,298,자견용,건식사료,"임신말기, 수유기, 활동견, 종모견, 병후회복견, 실내애견",1,,20kg,32000,천하제일 스피루,32,20,4,10,1.1,1.5,
850,298,자견용,건식사료,"임신말기, 수유기, 활동견, 종모견, 병후회복견, 실내애견",1,,20kg,34000,천하제일 임페리얼드림,32,20,5,10,1,1.5,
851,298,성견용,건식사료,10kg 이상 / 이코노미 육성후기,1,,15kg,12850,천하제일 에우로파,14,3.5,10,13,0.8,1.5,
852,298,3개월 이상,건식사료,"10kg 이상 / 육성견, 토종견용",1,,15kg,15360,천하제일 칼리스토,15,4,10,10,0.5,1.5,
853,298,자견용,건식사료,"특수견, 임신전기, 임신중기",1,,15kg,19500,천하제일 특수견골드,25,7,5,10,1.2,1.5,
854,298,자견용,건식사료,"육성견, 실내견, 임신전기, 임신중기",1,,10kg,14800,천하제일 골드프로,25,10,5,10,1.2,1.5,
856,298,생후 3주~8주,건식사료,반려견,1,이유식,10kg,18600,천하제일 도기밀크,24,7,5,14,1.3,1.5,
857,298,4개월 이상,건식사료,진돗개 육성견 및 대형견,1,,15kg,19000,천하제일 브라보월드,21,7,8,10,1,1.5,
864,336,3개월 이상,건식사료,반려견,1,,2kg,37000,트루라인 도그 피쉬,32,20,3,9.5,1.9,1.3,8
865,159,전연령견용,건식사료,반려견,1,,6.8kg,93000,베스트브리드 그레인프리 살몬 독 다이어트,30,16,4,7.8,1.4,1.2,10
866,159,전연령견용,건식사료,반려견,1,,1.8kg,31000,베스트브리드 그레인프리 치킨 독 다이어트,32,17,4,7.5,1.4,1.2,10
867,159,3개월 이상,건식사료,중/대형견용,1,,1.8kg,28000,베스트브리드 홀리스틱 워킹 독 다이어트,24,22,3.5,6.5,1.4,1.1,10
868,159,전연령견용,건식사료,반려견,1,,1.8kg,28000,베스트브리드 홀리스틱 살몬 위드 베지터블스 앤 허브즈,23,13,4,6.8,1.2,1,10
869,159,전연령견용,건식사료,반려견,1,,1.8kg,28000,베스트브리드 홀리스틱 치킨 위드 베지터블스 앤 허브즈,26,15,4,8,1.4,1.1,10
870,159,퍼피용,건식사료,반려견,1,,1.8kg,25000,베스트브리드 홀리스틱 퍼피 다이어트 ,25,13,3,8,1.4,1.1,10
871,159,노령견용,건식사료,과체중견용,1,,1.8kg,25000,베스트브리드 홀리스틱 시니어 다이어트,21,7,4.5,6.5,1.3,0.9,10
872,159,3개월 이상,건식사료,반려견,1,,1.8kg,15600,베스트브리드 홀리스틱 올브리드 다이어트,25,12,4.5,7,1.3,1,10
873,98,3개월 이상,건식사료,진도견,1,,15kg,17900,도글리안 진도,20,6.5,5,15,0.9,1.3,
874,98,자견용,건식사료,반려견,1,,10kg,14000,도글리안 쵸이스,25,10,5,15,0.9,1.5,
875,98,"강아지, 임신견, 수유견",건식사료,이유식용,1,,10kg,17000,도글리안 베이비,25,10,5,15,0.9,1.5,
876,272,전연령,건식사료,반려견,1,,5kg,7600,웰비스타 골드 ,25,10,5,15,0.9,0.4,14
878,272,전연령,건식사료,반려견,1,,5kg,8560,웰비스타 모던,25,10,5,15,0.9,0.4,14
879,272,전연령,건식사료,반려견,1,,2kg,7990,웰비스타 양고기&쌀,24,14,6,10,1.1,0.4,14
880,272,성견용,건식사료,반려견,1,,5kg,12400,웰비스타 어덜트,25,10,5,15,0.9,0.4,14
881,272,주니어,건식사료,반려견,1,,8kg,15000,웰비스타 주니어,30,15,4,11,1.2,0.4,14
882,272,성견용,건식사료,반려견,1,,4kg,7990,웰비스타 액티브,23,8,7,10,0.9,1.3,14
883,272,자견용,건식사료,"중,대형견",1,,8kg,15400,"웰비스타 주니어 (중, 대형견 자견용)",25,10,5,15,0.9,1.5,
884,272,자견용,건식사료,반려견,1,,2kg,5100,웰비스타 퍼피,28,15,6,11,1,1.5,
885,398,자견용,건식사료,"중, 대형견",1,,15kg,24900,필드스타 주니어,30,15,4,11,1.2,0.9,
886,398,성견용,건식사료,진도견,1,,10kg,17040,필드스타 진도,20,5.5,7,10,0.9,0.5,
887,398,성견용,건식사료,대형견,1,,15kg,17480,필드스타 슈퍼,17,5,10,10,0.9,0.7,
888,120,3개월 이상,건식사료,반려견,1,,1kg,6000,리얼내추럴 현미&닭고기,30,17,6,10,1,0.4,14
889,120,3개월 이상,건식사료,반려견,1,,6kg,30000,리얼내추럴 현미&양고기,30,17,6,10,1,0.4,14
890,133,전연령견용,소프트사료,반려견,1,,1.2kg,15400,맘블레스 그레인프리 닭고기,28,15,5,11,0.7,0.6,23
891,133,전연령견용,소프트사료,반려견,1,,1.2kg,19900,맘블레스 그레인프리 연어 전연령,28,15,5,11,0.7,0.6,23
892,133,노령견용,소프트사료,반려견,1,,1.2kg,18000,맘블레스 그레인프리 연어 노령견용,22,9,5,12,0.7,0.7,23
893,133,전연령견용,소프트사료,반려견,1,,1.2kg,15000,맘블레스 그레인프리 양고기,28,15,5,11,0.7,0.6,23
894,133,전연령견용,소프트사료,반려견,1,,1.2kg,15000,맘블레스 그레인프리 오리고기,22,12,5,11,0.6,0.6,23
895,133,전연령견용,소프트사료,반려견,1,,1.2kg,20000,맘블레스 그레인프리 생선,22,9,5,12,0.7,0.7,23
896,46,3개월 이상,건식사료,반려견,1,,340g,38000,노스웨스트 내추럴 로 다이어트 포 독 칠면조,41,34,6,,,,5
897,46,3개월 이상,건식사료,반려견,1,,340g,38000,노스웨스트 내추럴 로 다이어트 포 독 치킨&연어,45,29,5,,,,5
898,46,3개월 이상,건식사료,반려견,1,,340g,38000,노스웨스트 내추럴 로 다이어트 포 독 흰살생선 &연어,63,15,8,,,,5
899,46,3개월 이상,건식사료,반려견,1,,340g,38800,노스웨스트 내추럴 로 다이어트 포 독 치킨,45,26,6,,,,5
900,87,생후 1년이상 성견,건식사료,반려견,1,,15kg,12700,도그닥터 히트,14,3,13,13,0.7,1,
901,87,생후 1년이상 성견,건식사료,반려견,1,,15kg,12400,도그닥터 코코,14,3,13,13,0.7,1,
902,87,생후 1년이상 성견,건식사료,반려견,1,,15kg,13800,도그닥터 도그몽,15,3.5,13,13,0.7,1,
903,87,생후 1년이상 성견,건식사료,반려견,1,,15kg,17400,도그닥터 점프,17,5,8,10,0.9,1.2,
904,87,3개월 이상,건식사료,진도견,1,,15kg,17900,도그닥터 진도,20,6,5,15,0.9,1.3,
905,87,"강아지, 임신견, 수유견",건식사료,특수견,1,,15kg,17500,도그닥터 하모니,23,7,13,13,0.7,1,
906,87,3개월 이상,건식사료,특수견,1,,15kg,19400,도그닥터 특수견,25,10,5,15,0.9,1.5,
907,87,전연령견용,건식사료,반려견,1,,20kg,28500,도그닥터 럭키 ,30,15,4,11,1.2,1.5,
908,378,성견용,건식사료,반려견,1,,15kg,13400,프라이드 프로,14,3,13,13,0.7,1,
909,378,성견용,건식사료,진도견,1,,15kg,16300,프라이드 진도견,17,5,8,10,0.9,1.2,
910,378,강아지용,건식사료,반려견,1,,8kg,11000,프라이드 자견,20,6,5,15,0.9,1.3,
911,378,3개월 이상,건식사료,"강아지,  특수견, 대형견",1,,15kg,19100,프라이드 특수견,25,10,5,15,0.9,1.5,
912,378,3개월 이상,건식사료,"특수견, 대형견, 활동견",1,,15kg,19900,프라이드 아이언,27,11,6,15,0.9,1.5,
913,95,3개월 이상,습식사료,반려견,1,,100g,4700,도그즈파인푸드 no.4 치킨 & 꿩,8.9,4.8,2.15,3.1,0.2,0.15,84
914,95,3개월 이상,습식사료,반려견,1,,100g,4100,도그즈파인푸드 no.6 캥거루,7.8,4.7,2.15,3.1,0.2,0.15,85
915,17,전연령,건식사료,반려견,1,,1.36kg,49000,그랜마루시 아티즌 닭고기,18.5,15.45,4.01,4.15,0.1,0.2,9.15
916,17,전연령,건식사료,반려견,1,,1.36lg,52000,그랜마루시 아티즌 돼지고기,18.5,15.45,4.01,4.15,0.1,0.2,9.15
917,17,전연령,건식사료,반려견,1,,1.36kg,73000,그랜마루시 퓨어퍼먼스 토끼,27.82,11.42,3.53,6.55,0.53,0.6,7.45
918,17,전연령,건식사료,반려견,1,,1.4kg,52000,그랜마루시 퓨어퍼먼스 흰살 생선,25.5,12.6,4,5,0.15,0.35,8.5
919,17,전연령,건식사료,반려견,1,,1.4kg,31000,그랜마루시 퓨어퍼먼스 프리믹스,19.8,16.3,4,4,0.2,0.3,8.5
920,17,전연령,건식사료,반려견,1,,454g,16000,그랜마루시 마카나 연어,25.5,12.6,4,5,0.15,0.35,8.5
921,17,전연령,건식사료,반려견,1,,1.36kg,49000,그랜마루시 마카나 프리믹스,18,5.5,16.5,4.5,0.1,0.1,8.5
922,17,3개월 이상,기타(간식),"반려견, 반려묘 공용",3,,198g,17000,그랜마루시 닭가슴살 쌀죽,24.3,2.5,0.1,1.5,,,8
923,205,3개월 이상,건식사료,반려견,1,,397g,54000,스몰배치 동결건조 덕 배치 슬라이더,38.8,27.6,1.7,8,,,8.1
924,205,3개월 이상,건식사료,반려견,1,,397g,54000,스몰배치 동결건조 치킨배치 슬라이더,54.8,26.8,1.6,10.5,,,6
925,205,3개월 이상,건식사료,반려견,1,,397g,54000,스몰배치 동결건조 터키배치 슬라이더,53,37.8,1.1,11,,,6.5
926,205,3개월 이상,건식사료,반려견,1,,397g,56000,스몰배치 동결건조 포크배치 슬라이더,42,21,1,9,,,3
927,208,3개월 이상,건식사료,반려견,1,,226g,40000,스텔라앤츄이스 탄탈라이징 터키 디너패티,40,36,5,10,1.2,1,5
928,208,3개월 이상,건식사료,반려견,1,,155g,29000,스텔라앤츄이스 츄이스 치킨 디너패티,48,28,5,10,1.2,1,5
929,208,3개월 이상,건식사료,반려견,1,,1.6kg,46000,스텔라앤츄이스 로우 코티드 키블 - 와이드 코트 화이트피쉬,35,14.5,5,15,1.2,1,12
930,238,3개월 이상,건식사료,반려견,1,,1.8kg,32000,어딕션 사슴고기 개 사료,24,9,3,8,1.1,0.8,10
931,238,전연령,건식사료,반려견,1,,1.8kg,31900,어딕션 연어 개 사료,24,9,3,8,1.1,0.8,10
932,238,전연령,건식사료,반려견,1,,1.8kg,29900,어딕션 양고기 개 사료,22,9,3,16.5,2.1,1.2,10
933,238,전연령,습식사료,반려견,1,,390g,8000,어딕션 사슴과 사과 캔,9,2,1,1,2,1.3,80
934,238,전연령,습식사료,반려견,1,,390g,8000,어딕션 왕연어와 감자,8,2,1,3,1.9,1.3,80
935,238,전연령,습식사료,반려견,1,,390g,8000,어딕션 주머니쥐와 야채 캔,9,2,1,3,2.1,1.3,80
936,238,전연령,습식사료,반려견,1,,390g,8000,어딕션 장어와 해초 캔,8,4,1,1,1.9,1.3,80
937,337,전연령용,건식사료,반려견,1,,1.36kg,25000,팀버울프 플래티넘 사우스웨스트 치킨&허브,35,15,3,10,1.3,1.1,9
938,337,전연령용,건식사료,반려견,1,,1.36kg,25000,팀버울프 플래티넘 와일드 앤 네추럴,36,18,2.5,10,1.4,1.1,9
939,337,전연령용,건식사료,반려견,1,,1.36kg,25000,팀버울프 플래티넘 그레인프리 오션블루,34,16,4,12,1.7,0.9,9
940,379,3개월 이상,건식사료,반려견,1,,156g,26000,프라이멀 사료 동결건조 케나인 포크 포뮬라,59.5,26.1,2.7,6.7,1.2,1.2,5
941,379,3개월 이상,건식사료,반려견,1,,156g,26000,프라이멀 사료 동결건조 케나인 래빗 포뮬라,56.4,26.3,2.5,11.2,2.7,1.9,5
942,379,3개월 이상,건식사료,반려견,1,,156g,26000,프라이멀 사료 동결건조 케나인 터키&사르딘 포뮬라,48,24,2.2,13,2,1.2,5
943,379,3개월 이상,건식사료,반려견,1,,397g,53000,프라이멀 사료 동결건조 케나인 덕 포뮬라,40,32,1.8,12,2,1.2,4.5
944,379,3개월 이상,건식사료,반려견,1,,156g,26000,프라이멀 사료 동결건조 케나인 치킨 포뮬라,40,32,1.8,9,0.8,0.7,5
945,240,3개월 이상 전연령견,습식사료,반려견,1,,150g,4200,어플라우즈 닭고기 스프에 연어,13,0.3,1,1,0.001,0.01,83
946,240,3개월 이상 전연령견,습식사료,반려견,1,,150g,4200,어플라우즈 닭고기 스프에 소고기,9,0.2,0.5,1,0.001,0.01,85
947,240,3개월 이상 전연령견,습식사료,반려견,1,,150g,4200,어플라우즈 홍삼스프에 닭고기와 야채,9,0.1,1.5,1,0.001,0.01,85
948,29,성견 전용,건식사료,반려견,1,,223g,16000,너리쉬 소고기(비프) 레시피,29,25,2,7.5,1.5,1,13.5
949,29,성견 전용,건식사료,반려견,1,,223g,16800,너리쉬 치킨 레시피,30,27,2,9,1.5,1,13.2
950,29,성견 전용,건식사료,반려견,1,,223g,18000,너리쉬 양&사슴(램&베니슨) 레시피,29,28,2,6.5,1,0.7,13.8
951,212,1세 이하,습식사료,반려견,1,,100g,1500,시저 캔 1세 이하 쇠고기와 달걀과 당근,7,6.3,2,2,0.18,0.19,80
952,212,11세 이상,습식사료,반려견,1,,100g,2000,시저 캔 11세 이상 쇠고기,5.5,1,1.5,2,0.1,0.1,87
953,212,11세 이상,습식사료,반려견,1,,100g,2000,시저 캔 11세 이상 닭고기,6,3,0.5,3,0.1,0.1,89
954,212,14세 이상,습식사료,반려견,1,,100g,1700,"시저 캔 14세 이상 쇠고기, 현미와 야채",4.5,4.5,2,2,0.1,0.1,89
955,212,14세 이상,습식사료,반려견,1,,100g,1700,"시저 캔 14세 이상 닭고기, 현미와 야채",5,4.5,2,2,0.1,0.1,89
956,212,7세이상,습식사료,반려견,1,,100g,1700,시저 캔 7세이상 칠면조와 쌀,5,3,2,3.5,0.18,0.19,88
957,212,어덜트,습식사료,반려견,1,,100g,1800,시저 캔 쇠고기,6,2,0.4,3,0.18,0.19,88
958,212,어덜트,습식사료,반려견,1,,100g,2000,시저 캔 닭고기,6.5,2,0.4,3,0.18,0.19,88
959,212,어덜트,습식사료,반려견,1,,100g,1500,시저 캔 양고기,6.5,2,0.4,3,0.18,0.19,88
960,212,어덜트,습식사료,반려견,1,,100g,1700,시저 캔 쇠고기와 참치,7.5,2,0.4,3,0.18,0.19,88
961,212,어덜트,습식사료,반려견,1,,100g,1340,시저 캔 쇠고기와 닭고기,6.5,2,0.4,3,0.18,0.19,88
962,212,어덜트,습식사료,반려견,1,,100g,1340,시저 캔 쇠고기와 치즈,6,2,0.4,3,0.18,0.19,88
963,212,어덜트,습식사료,반려견,1,,100g,1500,시저 캔 불고기,6,2,0.4,3,0.18,0.19,88
964,212,어덜트,습식사료,반려견,1,,100g,1250,시저 캔 흰살생선과 야채,6,1.5,2,3,0.18,0.19,89
965,212,어덜트,습식사료,반려견,1,,100g,1250,시저 캔 로즈마리와 브로콜리를 곁들인 양고기,6.5,3,0.4,3,0.18,0.19,88
966,212,어덜트,습식사료,반려견,1,,100g,1450,시저 캔 허브딜과 치즈를 곁들인 쇠고기,6.5,3,0.4,3,0.18,0.19,88
967,212,어덜트,습식사료,반려견,1,,100g,1700,시저 캔 허브타임과 호박을 곁들인 닭고기,6.5,3,0.4,3,0.18,0.19,88
968,212,어덜트,습식사료,반려견,1,,100g,2210,시저 캔 연어와 감자,6,3,2,2,0.18,0.19,85
969,420,어덜트,습식사료,반려견,1,,400g,2800,페디그리 쇠고기맛 캔,5,5,2,3.5,0.15,0.5,
970,420,어덜트,습식사료,반려견,1,,400g,5380,페디그리 닭고기맛 캔,5,5,2,3.5,0.15,0.5,
971,67,생후3개월이상,동결건조,"반려견, 반려묘 공용",3,,50g,16900,닥터바이 우주식사,47,36,1,5,,,2
972,67,생후3개월이상,동결건조,"반려견, 반려묘 공용",3,,50g,16900,닥터바이 바다식사,75,10,1,6,,,5
973,239,전연령,건식사료,반려견,1,,2.7kg,29900,어스본 홀리스틱 프리머티브 내추럴 그레인프리,38,20,2.5,13,1.3,1,10
974,239,전연령,건식사료,반려견,1,,2.5kg,38000,어스본 홀리스틱 코스탈 캐치 그레인프리,32,18,4,8.8,1.3,1,10
975,239,전연령,건식사료,반려견,1,,2.5kg,34000,어스본 홀리스틱 웨이트 컨트롤 그레인프리,25,7,9,7.7,1.1,0.8,10
976,239,1년 이하,건식사료,반려견,1,,2.5kg,36000,어스본 홀리스틱 퍼피 밴티지,28,20,5,7.9,1.2,0.8,10
977,239,전연령,건식사료,반려견,1,,2.5kg,36000,어스본 홀리스틱 오션 퓨전,22,12,4,5.8,1.5,1.1,10
978,239,전연령,건식사료,대형견,1,,2.5kg,38000,어스본 홀리스틱 라지 브리드 그레인프리,26,13,5,7.7,10,1.1,0.8
979,386,전연령,건식사료,반려견,1,,2.72kg,30600,프로시리즈 치킨&피쉬,26,15,3.5,6,1.3,0.5,10
980,386,전연령,건식사료,반려견,1,,2.72kg,35100,프로시리즈 홀리스틱 피쉬&라이스,21,12,4,6,0.6,0.5,10
981,386,전연령,건식사료,반려견,1,,2.72kg,31500,프로시리즈 작은 입자 사료,26,15,3.5,6,1.3,0.5,10
982,386,전연령,건식사료,반려견,1,,2.72kg,32400,프로시리즈 퍼포먼스,30,25,3,6.5,1.6,0.5,10
983,386,퍼피,건식사료,반려견,1,,2.72kg,30600,프로시리즈 어린 강아지용,26,16,3.5,7,1.2,0.5,10
984,386,전연령,건식사료,반려견,1,,2.72kg,28800,프로시리즈 체중관리용,25,7,3.5,7,1.4,0.5,10
985,204,전연령,건식사료,반려견,1,,70g,8500,스맥 독 로푸드 치킨,44,27,1.8,,1.2,0.8,6
986,204,전연령,건식사료,반려견,1,,70g,8500,스맥 독 로푸드 베리 치킨,48,29,1.8,,1.5,0.9,6.2
987,204,전연령,건식사료,반려견,1,,70g,9800,스맥 독 로푸드 연어,45,16,2.2,,1.9,1.6,6
988,204,전연령,건식사료,반려견,1,,25g,4200,스맥 독 로푸드 볼락,48,30,1.5,,1.9,1.6,6
989,392,전연령,건식사료,반려견,1,,2.2kg,36000,피너클 칠면조 & 펌킨,26,11,10,9.1,0.8,0.7,8
990,392,전연령,건식사료,반려견,1,,1kg,22000,피너클 연어 & 펌킨,27,11,10,10.1,1,0.8,8
991,392,전연령,건식사료,반려견,1,,1kg,22000,피너클 송어 & 고구마,24,9,12,11,0.4,0.5,10
992,155,생후 3개월 이상,건식사료,반려견,1,,1kg,55000,밸런스 라이프 에어드라이 생식 - 캥거루,33,18,3,7.5,2.2,1.6,7
993,182,3개월 이상,건식사료,반려견,1,,100g,22000,빅독 리틀 바이트 램,45,47,1,2.4,0.7,0.5,2
994,182,3개월 이상,건식사료,반려견,1,,160g,22000,빅독 리틀 바이트 살몬,45,42,1,0.5,0.8,0.5,2
995,182,3개월 이상,건식사료,반려견,1,,490g,42000,빅독 빅 바이트 치킨,44,42,1,2.4,0.8,0.5,2
996,182,3개월 이상,건식사료,반려견,1,,490g,42000,빅독 빅 바이트 램,45,47,1,2.4,0.7,0.5,2
997,182,3개월 이상,건식사료,반려견,1,,490g,42000,빅독 빅 바이트 살몬,45,42,1,2.8,0.8,0.5,2
998,182,3개월 이상,건식사료,반려견,1,,490g,44000,빅독 빅 바이트 캥거루,57,14,1,4,1,0.7,2
999,287,3개월 이상,소프트사료,반려견,1,,70g,1350,일가견 양고기 수제사료 컵,15.9,8.4,0.1,2.8,0.2,0.3,29.3
1000,287,3개월 이상,소프트사료,반려견,1,,70g,1350,일가견 오리고기 수제사료 컵,20.4,8.1,1.9,1.8,0.27,0.25,34.3
1001,287,3개월 이상,소프트사료,반려견,1,,70g,1350,일가견 치킨 수제사료 컵,18.4,4.8,1,2.7,0.2,0.3,23.4
1002,287,3개월 이상,소프트사료,반려견,1,,70g,1350,일가견 연어야채 수제사료 컵,21.7,7.5,1.7,2.2,0.3,0.25,28.6
